Year,GeoTypeName,Borough,Geography,Geography ID,Indicator Name,10th Percentile (mcg per cubic meter),90th Percentile (mcg per cubic meter),Mean (mcg per cubic meter),Notes 10th Percentile,Notes 90th Percentile,Notes Mean
Summer 2013,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Fine Particulate Matter (PM2.5),10.2,12.4,11.3,,,
Summer 2014,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Fine Particulate Matter (PM2.5),9.1,11.1,10,,,
Summer 2015,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Fine Particulate Matter (PM2.5),9.5,11.4,10.4,,,
Summer 2016,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Fine Particulate Matter (PM2.5),8.3,10.2,9.2,,,
Summer 2017,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Fine Particulate Matter (PM2.5),9.4,10.9,10.1,,,
Summer 2018,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Fine Particulate Matter (PM2.5),8.3,9.9,9,,,
Summer 2019,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Fine Particulate Matter (PM2.5),8.5,11.4,9.9,,,
Winter 2013-14,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Fine Particulate Matter (PM2.5),12.3,14.6,13.4,,,
Winter 2014-15,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Fine Particulate Matter (PM2.5),9.4,11.3,10.3,,,
Winter 2015-16,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Fine Particulate Matter (PM2.5),8.8,10.6,9.7,,,
Winter 2016-17,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Fine Particulate Matter (PM2.5),7.8,9.4,8.6,,,
Winter 2017-18,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Fine Particulate Matter (PM2.5),8.7,10.2,9.4,,,
Winter 2018-19,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Fine Particulate Matter (PM2.5),7.9,11.9,9.8,,,
Summer 2013,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Fine Particulate Matter (PM2.5),13.8,16.2,15,,,
Summer 2014,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Fine Particulate Matter (PM2.5),12.1,14.2,13.2,,,
Summer 2015,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Fine Particulate Matter (PM2.5),12.2,13.9,13.1,,,
Summer 2016,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Fine Particulate Matter (PM2.5),10.9,12.6,11.7,,,
Summer 2017,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Fine Particulate Matter (PM2.5),11.3,12.6,11.9,,,
Summer 2018,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Fine Particulate Matter (PM2.5),11.7,13.9,12.8,,,
Summer 2019,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Fine Particulate Matter (PM2.5),11.4,13.6,12.5,,,
Winter 2013-14,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Fine Particulate Matter (PM2.5),16.1,18.7,17.4,,,
Winter 2014-15,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Fine Particulate Matter (PM2.5),12.3,14.1,13.2,,,
Winter 2015-16,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Fine Particulate Matter (PM2.5),10.8,12.3,11.5,,,
Winter 2016-17,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Fine Particulate Matter (PM2.5),10.2,11.8,11.1,,,
Winter 2017-18,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Fine Particulate Matter (PM2.5),11.6,13.6,12.6,,,
Winter 2018-19,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Fine Particulate Matter (PM2.5),12,15,13.5,,,
Summer 2013,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Fine Particulate Matter (PM2.5),10.5,11.2,10.8,,,
Summer 2014,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Fine Particulate Matter (PM2.5),8.9,9.5,9.2,,,
Summer 2015,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Fine Particulate Matter (PM2.5),9.8,10.3,10,,,
Summer 2016,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Fine Particulate Matter (PM2.5),8.5,9,8.7,,,
Summer 2017,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Fine Particulate Matter (PM2.5),9.8,10.2,10,,,
Summer 2018,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Fine Particulate Matter (PM2.5),8.5,9.4,8.9,,,
Summer 2019,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Fine Particulate Matter (PM2.5),8,8.3,8.1,,,
Winter 2013-14,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Fine Particulate Matter (PM2.5),12.9,13.6,13.2,,,
Winter 2014-15,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Fine Particulate Matter (PM2.5),10.1,10.5,10.3,,,
Winter 2015-16,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Fine Particulate Matter (PM2.5),8.3,8.7,8.5,,,
Winter 2016-17,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Fine Particulate Matter (PM2.5),8.1,8.5,8.3,,,
Winter 2017-18,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Fine Particulate Matter (PM2.5),8.1,8.9,8.4,,,
Winter 2018-19,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Fine Particulate Matter (PM2.5),7.3,7.7,7.5,,,
Summer 2013,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Fine Particulate Matter (PM2.5),9.8,10.4,10.1,,,
Summer 2014,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Fine Particulate Matter (PM2.5),8.3,8.8,8.5,,,
Summer 2015,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Fine Particulate Matter (PM2.5),9.3,9.9,9.6,,,
Summer 2016,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Fine Particulate Matter (PM2.5),7.6,8.2,7.9,,,
Summer 2017,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Fine Particulate Matter (PM2.5),8.9,9.4,9.2,,,
Summer 2018,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Fine Particulate Matter (PM2.5),8.2,8.8,8.5,,,
Summer 2019,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Fine Particulate Matter (PM2.5),7.5,8,7.7,,,
Winter 2013-14,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Fine Particulate Matter (PM2.5),11.8,12.3,12.1,,,
Winter 2014-15,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Fine Particulate Matter (PM2.5),9.7,10.1,9.9,,,
Winter 2015-16,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Fine Particulate Matter (PM2.5),7.8,8.3,8.1,,,
Winter 2016-17,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Fine Particulate Matter (PM2.5),7.8,8.4,8.1,,,
Winter 2017-18,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Fine Particulate Matter (PM2.5),7.9,8.5,8.1,,,
Winter 2018-19,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Fine Particulate Matter (PM2.5),6.9,7.4,7.2,,,
Summer 2013,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Fine Particulate Matter (PM2.5),10.3,11,10.6,,,
Summer 2014,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Fine Particulate Matter (PM2.5),8.6,9.3,8.9,,,
Summer 2015,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Fine Particulate Matter (PM2.5),9.7,10.4,10,,,
Summer 2016,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Fine Particulate Matter (PM2.5),8.2,8.9,8.5,,,
Summer 2017,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Fine Particulate Matter (PM2.5),9.5,10.2,9.8,,,
Summer 2018,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Fine Particulate Matter (PM2.5),8.7,9.1,8.8,,,
Summer 2019,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Fine Particulate Matter (PM2.5),7.8,8.4,8.1,,,
Winter 2013-14,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Fine Particulate Matter (PM2.5),12.4,13.2,12.8,,,
Winter 2014-15,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Fine Particulate Matter (PM2.5),9.9,10.7,10.3,,,
Winter 2015-16,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Fine Particulate Matter (PM2.5),8.1,8.9,8.4,,,
Winter 2016-17,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Fine Particulate Matter (PM2.5),8.1,8.8,8.4,,,
Winter 2017-18,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Fine Particulate Matter (PM2.5),8.2,8.6,8.4,,,
Winter 2018-19,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Fine Particulate Matter (PM2.5),7.1,8,7.4,,,
Summer 2013,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Fine Particulate Matter (PM2.5),10.6,12,11.2,,,
Summer 2014,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Fine Particulate Matter (PM2.5),8.9,10.4,9.6,,,
Summer 2015,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Fine Particulate Matter (PM2.5),10,11.6,10.6,,,
Summer 2016,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Fine Particulate Matter (PM2.5),8.6,10.2,9.3,,,
Summer 2017,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Fine Particulate Matter (PM2.5),9.9,11.4,10.5,,,
Summer 2018,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Fine Particulate Matter (PM2.5),8.9,10.3,9.4,,,
Summer 2019,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Fine Particulate Matter (PM2.5),8.2,9.8,8.9,,,
Winter 2013-14,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Fine Particulate Matter (PM2.5),12.8,14.2,13.4,,,
Winter 2014-15,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Fine Particulate Matter (PM2.5),10.2,11.7,10.8,,,
Winter 2015-16,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Fine Particulate Matter (PM2.5),8.4,10,9,,,
Winter 2016-17,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Fine Particulate Matter (PM2.5),8.4,9.9,9,,,
Winter 2017-18,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Fine Particulate Matter (PM2.5),8.4,9.9,9,,,
Winter 2018-19,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Fine Particulate Matter (PM2.5),7.5,9.2,8.2,,,
Summer 2013,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Fine Particulate Matter (PM2.5),10.1,11.8,10.9,,,
Summer 2014,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Fine Particulate Matter (PM2.5),9,10.9,9.9,,,
Summer 2015,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Fine Particulate Matter (PM2.5),9.5,11.3,10.3,,,
Summer 2016,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Fine Particulate Matter (PM2.5),8.4,10.2,9.2,,,
Summer 2017,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Fine Particulate Matter (PM2.5),9.3,11.2,10.2,,,
Summer 2018,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Fine Particulate Matter (PM2.5),8.3,9.8,9,,,
Summer 2019,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Fine Particulate Matter (PM2.5),8.4,10,9.2,,,
Winter 2013-14,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Fine Particulate Matter (PM2.5),12.1,13.9,12.9,,,
Winter 2014-15,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Fine Particulate Matter (PM2.5),9.2,11.1,10,,,
Winter 2015-16,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Fine Particulate Matter (PM2.5),9,11,9.9,,,
Winter 2016-17,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Fine Particulate Matter (PM2.5),7.8,9.5,8.5,,,
Winter 2017-18,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Fine Particulate Matter (PM2.5),8.7,10.3,9.5,,,
Winter 2018-19,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Fine Particulate Matter (PM2.5),7.5,9.2,8.4,,,
Summer 2013,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Fine Particulate Matter (PM2.5),9.5,11.1,10.4,,,
Summer 2014,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Fine Particulate Matter (PM2.5),7.8,9.4,8.6,,,
Summer 2015,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Fine Particulate Matter (PM2.5),8.9,10.5,9.8,,,
Summer 2016,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Fine Particulate Matter (PM2.5),7.4,9,8.2,,,
Summer 2017,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Fine Particulate Matter (PM2.5),8.7,10.2,9.4,,,
Summer 2018,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Fine Particulate Matter (PM2.5),7.9,9,8.5,,,
Summer 2019,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Fine Particulate Matter (PM2.5),7.3,8.4,7.9,,,
Winter 2013-14,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Fine Particulate Matter (PM2.5),11.3,13.1,12.3,,,
Winter 2014-15,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Fine Particulate Matter (PM2.5),9.1,10.8,9.9,,,
Winter 2015-16,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Fine Particulate Matter (PM2.5),7.3,8.9,8.1,,,
Winter 2016-17,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Fine Particulate Matter (PM2.5),7.5,8.9,8.2,,,
Winter 2017-18,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Fine Particulate Matter (PM2.5),7.5,8.7,8.1,,,
Winter 2018-19,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Fine Particulate Matter (PM2.5),6.6,8.2,7.4,,,
Summer 2013,Neighborhood (Community District),Queens, Queens Village (CD13),413,Fine Particulate Matter (PM2.5),9.5,10.1,9.8,,,
Summer 2014,Neighborhood (Community District),Queens, Queens Village (CD13),413,Fine Particulate Matter (PM2.5),7.5,8.1,7.7,,,
Summer 2015,Neighborhood (Community District),Queens, Queens Village (CD13),413,Fine Particulate Matter (PM2.5),8.5,9.1,8.8,,,
Summer 2016,Neighborhood (Community District),Queens, Queens Village (CD13),413,Fine Particulate Matter (PM2.5),6.8,7.5,7.1,,,
Summer 2017,Neighborhood (Community District),Queens, Queens Village (CD13),413,Fine Particulate Matter (PM2.5),8.1,8.7,8.4,,,
Summer 2018,Neighborhood (Community District),Queens, Queens Village (CD13),413,Fine Particulate Matter (PM2.5),7.9,8.3,8.1,,,
Summer 2019,Neighborhood (Community District),Queens, Queens Village (CD13),413,Fine Particulate Matter (PM2.5),7,7.5,7.2,,,
Winter 2013-14,Neighborhood (Community District),Queens, Queens Village (CD13),413,Fine Particulate Matter (PM2.5),10,10.8,10.3,,,
Winter 2014-15,Neighborhood (Community District),Queens, Queens Village (CD13),413,Fine Particulate Matter (PM2.5),7.9,8.6,8.2,,,
Winter 2015-16,Neighborhood (Community District),Queens, Queens Village (CD13),413,Fine Particulate Matter (PM2.5),6.5,7.3,6.9,,,
Winter 2016-17,Neighborhood (Community District),Queens, Queens Village (CD13),413,Fine Particulate Matter (PM2.5),7.5,8,7.7,,,
Winter 2017-18,Neighborhood (Community District),Queens, Queens Village (CD13),413,Fine Particulate Matter (PM2.5),7.2,7.7,7.5,,,
Winter 2018-19,Neighborhood (Community District),Queens, Queens Village (CD13),413,Fine Particulate Matter (PM2.5),6.4,7.2,6.7,,,
Summer 2013,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Fine Particulate Matter (PM2.5),9.9,11,10.3,,,
Summer 2014,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Fine Particulate Matter (PM2.5),8,9.2,8.5,,,
Summer 2015,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Fine Particulate Matter (PM2.5),8.9,10.1,9.4,,,
Summer 2016,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Fine Particulate Matter (PM2.5),7.6,8.8,8.1,,,
Summer 2017,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Fine Particulate Matter (PM2.5),8.4,9.5,8.8,,,
Summer 2018,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Fine Particulate Matter (PM2.5),8.1,8.7,8.4,,,
Summer 2019,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Fine Particulate Matter (PM2.5),7.6,8,7.7,,,
Winter 2013-14,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Fine Particulate Matter (PM2.5),11.2,12.5,11.7,,,
Winter 2014-15,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Fine Particulate Matter (PM2.5),8.7,9.9,9.2,,,
Winter 2015-16,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Fine Particulate Matter (PM2.5),7.5,8.7,8,,,
Winter 2016-17,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Fine Particulate Matter (PM2.5),7.6,8.6,8,,,
Winter 2017-18,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Fine Particulate Matter (PM2.5),7.7,8.4,8,,,
Winter 2018-19,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Fine Particulate Matter (PM2.5),6.9,7.6,7.2,,,
Summer 2013,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Fine Particulate Matter (PM2.5),9.6,11.9,10.4,,,
Summer 2014,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Fine Particulate Matter (PM2.5),8,10.5,8.9,,,
Summer 2015,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Fine Particulate Matter (PM2.5),8.8,11.3,9.7,,,
Summer 2016,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Fine Particulate Matter (PM2.5),7.5,10.1,8.4,,,
Summer 2017,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Fine Particulate Matter (PM2.5),8.4,10.9,9.3,,,
Summer 2018,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Fine Particulate Matter (PM2.5),7.9,10.2,8.7,,,
Summer 2019,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Fine Particulate Matter (PM2.5),7.5,10.3,8.4,,,
Winter 2013-14,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Fine Particulate Matter (PM2.5),11.1,13.7,12,,,
Winter 2014-15,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Fine Particulate Matter (PM2.5),8.6,11.1,9.4,,,
Winter 2015-16,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Fine Particulate Matter (PM2.5),7.7,10.3,8.6,,,
Winter 2016-17,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Fine Particulate Matter (PM2.5),7.4,9.7,8.2,,,
Winter 2017-18,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Fine Particulate Matter (PM2.5),7.7,10.2,8.5,,,
Winter 2018-19,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Fine Particulate Matter (PM2.5),6.7,9.5,7.6,,,
Summer 2013,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Fine Particulate Matter (PM2.5),9.5,10.8,10,,,
Summer 2014,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Fine Particulate Matter (PM2.5),8.3,9.3,8.7,,,
Summer 2015,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Fine Particulate Matter (PM2.5),9.2,10.3,9.6,,,
Summer 2016,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Fine Particulate Matter (PM2.5),7.5,8.6,7.9,,,
Summer 2017,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Fine Particulate Matter (PM2.5),9.1,10,9.4,,,
Summer 2018,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Fine Particulate Matter (PM2.5),7.9,8.8,8.3,,,
Summer 2019,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Fine Particulate Matter (PM2.5),7.5,8.2,7.8,,,
Winter 2013-14,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Fine Particulate Matter (PM2.5),12,13.2,12.4,,,
Winter 2014-15,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Fine Particulate Matter (PM2.5),9.8,10.8,10.2,,,
Winter 2015-16,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Fine Particulate Matter (PM2.5),8.1,9,8.4,,,
Winter 2016-17,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Fine Particulate Matter (PM2.5),7.5,8.5,7.9,,,
Winter 2017-18,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Fine Particulate Matter (PM2.5),7.7,8.5,8,,,
Winter 2018-19,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Fine Particulate Matter (PM2.5),6.8,7.9,7.1,,,
Summer 2013,Neighborhood (Community District),Queens, Rockaway and Broad Channel (CD14),414,Fine Particulate Matter (PM2.5),9.2,9.6,9.4,,,
Summer 2014,Neighborhood (Community District),Queens, Rockaway and Broad Channel (CD14),414,Fine Particulate Matter (PM2.5),7.2,7.5,7.4,,,
Summer 2015,Neighborhood (Community District),Queens, Rockaway and Broad Channel (CD14),414,Fine Particulate Matter (PM2.5),8.1,8.4,8.3,,,
Summer 2016,Neighborhood (Community District),Queens, Rockaway and Broad Channel (CD14),414,Fine Particulate Matter (PM2.5),6.7,7,6.9,,,
Summer 2017,Neighborhood (Community District),Queens, Rockaway and Broad Channel (CD14),414,Fine Particulate Matter (PM2.5),7.6,7.8,7.7,,,
Summer 2018,Neighborhood (Community District),Queens, Rockaway and Broad Channel (CD14),414,Fine Particulate Matter (PM2.5),7.4,8,7.8,,,
Summer 2019,Neighborhood (Community District),Queens, Rockaway and Broad Channel (CD14),414,Fine Particulate Matter (PM2.5),6.9,7.1,7,,,
Winter 2013-14,Neighborhood (Community District),Queens, Rockaway and Broad Channel (CD14),414,Fine Particulate Matter (PM2.5),9.7,10,9.9,,,
Winter 2014-15,Neighborhood (Community District),Queens, Rockaway and Broad Channel (CD14),414,Fine Particulate Matter (PM2.5),7.3,7.5,7.4,,,
Winter 2015-16,Neighborhood (Community District),Queens, Rockaway and Broad Channel (CD14),414,Fine Particulate Matter (PM2.5),5.8,6.1,5.9,,,
Winter 2016-17,Neighborhood (Community District),Queens, Rockaway and Broad Channel (CD14),414,Fine Particulate Matter (PM2.5),7,7.5,7.3,,,
Winter 2017-18,Neighborhood (Community District),Queens, Rockaway and Broad Channel (CD14),414,Fine Particulate Matter (PM2.5),6.9,7.1,7,,,
Winter 2018-19,Neighborhood (Community District),Queens, Rockaway and Broad Channel (CD14),414,Fine Particulate Matter (PM2.5),6.1,6.5,6.3,,,
Summer 2013,Neighborhood (Community District),Brooklyn, Sheepshead Bay (CD15),315,Fine Particulate Matter (PM2.5),9.4,10.1,9.8,,,
Summer 2014,Neighborhood (Community District),Brooklyn, Sheepshead Bay (CD15),315,Fine Particulate Matter (PM2.5),7.6,8.4,8,,,
Summer 2015,Neighborhood (Community District),Brooklyn, Sheepshead Bay (CD15),315,Fine Particulate Matter (PM2.5),8.5,9.1,8.8,,,
Summer 2016,Neighborhood (Community District),Brooklyn, Sheepshead Bay (CD15),315,Fine Particulate Matter (PM2.5),7.3,8,7.7,,,
Summer 2017,Neighborhood (Community District),Brooklyn, Sheepshead Bay (CD15),315,Fine Particulate Matter (PM2.5),8,8.6,8.3,,,
Summer 2018,Neighborhood (Community District),Brooklyn, Sheepshead Bay (CD15),315,Fine Particulate Matter (PM2.5),7.7,8,7.9,,,
Summer 2019,Neighborhood (Community District),Brooklyn, Sheepshead Bay (CD15),315,Fine Particulate Matter (PM2.5),7.4,7.9,7.7,,,
Winter 2013-14,Neighborhood (Community District),Brooklyn, Sheepshead Bay (CD15),315,Fine Particulate Matter (PM2.5),10.5,11.5,11,,,
Winter 2014-15,Neighborhood (Community District),Brooklyn, Sheepshead Bay (CD15),315,Fine Particulate Matter (PM2.5),7.7,8.5,8.1,,,
Winter 2015-16,Neighborhood (Community District),Brooklyn, Sheepshead Bay (CD15),315,Fine Particulate Matter (PM2.5),6.6,7.6,7.1,,,
Winter 2016-17,Neighborhood (Community District),Brooklyn, Sheepshead Bay (CD15),315,Fine Particulate Matter (PM2.5),7.2,7.7,7.4,,,
Winter 2017-18,Neighborhood (Community District),Brooklyn, Sheepshead Bay (CD15),315,Fine Particulate Matter (PM2.5),7.5,8,7.8,,,
Winter 2018-19,Neighborhood (Community District),Brooklyn, Sheepshead Bay (CD15),315,Fine Particulate Matter (PM2.5),6.4,7.1,6.7,,,
Summer 2013,Neighborhood (Community District),Staten Island, South Beach and Willowbrook (CD2),502,Fine Particulate Matter (PM2.5),9,10.1,9.4,,,
Summer 2014,Neighborhood (Community District),Staten Island, South Beach and Willowbrook (CD2),502,Fine Particulate Matter (PM2.5),7.4,8.7,7.9,,,
Summer 2015,Neighborhood (Community District),Staten Island, South Beach and Willowbrook (CD2),502,Fine Particulate Matter (PM2.5),8.3,9.6,8.8,,,
Summer 2016,Neighborhood (Community District),Staten Island, South Beach and Willowbrook (CD2),502,Fine Particulate Matter (PM2.5),7.5,8.7,7.9,,,
Summer 2017,Neighborhood (Community District),Staten Island, South Beach and Willowbrook (CD2),502,Fine Particulate Matter (PM2.5),7.7,9,8.2,,,
Summer 2018,Neighborhood (Community District),Staten Island, South Beach and Willowbrook (CD2),502,Fine Particulate Matter (PM2.5),7.2,8.2,7.6,,,
Summer 2019,Neighborhood (Community District),Staten Island, South Beach and Willowbrook (CD2),502,Fine Particulate Matter (PM2.5),7.1,7.7,7.3,,,
