Year,GeoTypeName,Borough,Geography,Geography ID,Indicator Name,10th Percentile (absorbance units),90th Percentile (absorbance units),Mean (absorbance units),Notes 10th Percentile,Notes 90th Percentile,Notes Mean
Winter 2015-16,Neighborhood (Community District),Brooklyn, Sheepshead Bay (CD15),315,Black Carbon,0.6,0.8,0.7,,,
Winter 2016-17,Neighborhood (Community District),Brooklyn, Sheepshead Bay (CD15),315,Black Carbon,0.5,0.7,0.6,,,
Winter 2017-18,Neighborhood (Community District),Brooklyn, Sheepshead Bay (CD15),315,Black Carbon,0.5,0.6,0.6,,,
Summer 2012,Neighborhood (Community District),Staten Island, South Beach and Willowbrook (CD2),502,Black Carbon,0.8,1.1,0.9,,,
Summer 2013,Neighborhood (Community District),Staten Island, South Beach and Willowbrook (CD2),502,Black Carbon,0.6,0.9,0.7,,,
Summer 2014,Neighborhood (Community District),Staten Island, South Beach and Willowbrook (CD2),502,Black Carbon,0.6,0.9,0.7,,,
Summer 2015,Neighborhood (Community District),Staten Island, South Beach and Willowbrook (CD2),502,Black Carbon,0.6,0.9,0.7,,,
Summer 2016,Neighborhood (Community District),Staten Island, South Beach and Willowbrook (CD2),502,Black Carbon,0.6,0.9,0.7,,,
Summer 2017,Neighborhood (Community District),Staten Island, South Beach and Willowbrook (CD2),502,Black Carbon,0.5,0.9,0.7,,,
Summer 2018,Neighborhood (Community District),Staten Island, South Beach and Willowbrook (CD2),502,Black Carbon,0.5,0.7,0.6,,,
Winter 2012-13,Neighborhood (Community District),Staten Island, South Beach and Willowbrook (CD2),502,Black Carbon,0.6,0.9,0.8,,,
Winter 2013-14,Neighborhood (Community District),Staten Island, South Beach and Willowbrook (CD2),502,Black Carbon,0.8,1.1,0.9,,,
Winter 2014-15,Neighborhood (Community District),Staten Island, South Beach and Willowbrook (CD2),502,Black Carbon,0.6,0.9,0.7,,,
Winter 2015-16,Neighborhood (Community District),Staten Island, South Beach and Willowbrook (CD2),502,Black Carbon,0.6,0.9,0.7,,,
Winter 2016-17,Neighborhood (Community District),Staten Island, South Beach and Willowbrook (CD2),502,Black Carbon,0.4,0.7,0.6,,,
Winter 2017-18,Neighborhood (Community District),Staten Island, South Beach and Willowbrook (CD2),502,Black Carbon,0.6,0.8,0.7,,,
Summer 2012,Neighborhood (Community District),Brooklyn, South Crown Heights and Lefferts Gardens (CD9),309,Black Carbon,0.9,1.1,1,,,
Summer 2013,Neighborhood (Community District),Brooklyn, South Crown Heights and Lefferts Gardens (CD9),309,Black Carbon,0.9,1,0.9,,,
Summer 2014,Neighborhood (Community District),Brooklyn, South Crown Heights and Lefferts Gardens (CD9),309,Black Carbon,0.8,1,0.9,,,
Summer 2015,Neighborhood (Community District),Brooklyn, South Crown Heights and Lefferts Gardens (CD9),309,Black Carbon,0.8,0.9,0.9,,,
Summer 2016,Neighborhood (Community District),Brooklyn, South Crown Heights and Lefferts Gardens (CD9),309,Black Carbon,0.7,0.9,0.8,,,
Summer 2017,Neighborhood (Community District),Brooklyn, South Crown Heights and Lefferts Gardens (CD9),309,Black Carbon,0.8,0.9,0.8,,,
Summer 2018,Neighborhood (Community District),Brooklyn, South Crown Heights and Lefferts Gardens (CD9),309,Black Carbon,0.7,0.8,0.8,,,
Winter 2012-13,Neighborhood (Community District),Brooklyn, South Crown Heights and Lefferts Gardens (CD9),309,Black Carbon,0.8,1,0.9,,,
Winter 2013-14,Neighborhood (Community District),Brooklyn, South Crown Heights and Lefferts Gardens (CD9),309,Black Carbon,0.7,0.9,0.8,,,
Winter 2014-15,Neighborhood (Community District),Brooklyn, South Crown Heights and Lefferts Gardens (CD9),309,Black Carbon,0.7,0.8,0.8,,,
Winter 2015-16,Neighborhood (Community District),Brooklyn, South Crown Heights and Lefferts Gardens (CD9),309,Black Carbon,0.7,0.9,0.8,,,
Winter 2016-17,Neighborhood (Community District),Brooklyn, South Crown Heights and Lefferts Gardens (CD9),309,Black Carbon,0.6,0.7,0.7,,,
Winter 2017-18,Neighborhood (Community District),Brooklyn, South Crown Heights and Lefferts Gardens (CD9),309,Black Carbon,0.7,0.8,0.8,,,
Summer 2012,Neighborhood (Community District),Queens, South Ozone Park and Howard Beach (CD10),410,Black Carbon,0.7,1,0.9,,,
Summer 2013,Neighborhood (Community District),Queens, South Ozone Park and Howard Beach (CD10),410,Black Carbon,0.7,0.9,0.8,,,
Summer 2014,Neighborhood (Community District),Queens, South Ozone Park and Howard Beach (CD10),410,Black Carbon,0.5,0.8,0.7,,,
Summer 2015,Neighborhood (Community District),Queens, South Ozone Park and Howard Beach (CD10),410,Black Carbon,0.6,0.9,0.7,,,
Summer 2016,Neighborhood (Community District),Queens, South Ozone Park and Howard Beach (CD10),410,Black Carbon,0.6,0.8,0.7,,,
Summer 2017,Neighborhood (Community District),Queens, South Ozone Park and Howard Beach (CD10),410,Black Carbon,0.6,0.8,0.7,,,
Summer 2018,Neighborhood (Community District),Queens, South Ozone Park and Howard Beach (CD10),410,Black Carbon,0.6,0.7,0.7,,,
Winter 2012-13,Neighborhood (Community District),Queens, South Ozone Park and Howard Beach (CD10),410,Black Carbon,0.6,0.8,0.7,,,
Winter 2013-14,Neighborhood (Community District),Queens, South Ozone Park and Howard Beach (CD10),410,Black Carbon,0.5,0.8,0.7,,,
Winter 2014-15,Neighborhood (Community District),Queens, South Ozone Park and Howard Beach (CD10),410,Black Carbon,0.5,0.8,0.7,,,
Winter 2015-16,Neighborhood (Community District),Queens, South Ozone Park and Howard Beach (CD10),410,Black Carbon,0.6,0.8,0.7,,,
Winter 2016-17,Neighborhood (Community District),Queens, South Ozone Park and Howard Beach (CD10),410,Black Carbon,0.5,0.7,0.6,,,
Winter 2017-18,Neighborhood (Community District),Queens, South Ozone Park and Howard Beach (CD10),410,Black Carbon,0.6,0.7,0.7,,,
Summer 2012,Neighborhood (Community District),Staten Island, St. George and Stapleton (CD1),501,Black Carbon,0.8,1,0.9,,,
Summer 2013,Neighborhood (Community District),Staten Island, St. George and Stapleton (CD1),501,Black Carbon,0.7,0.9,0.8,,,
Summer 2014,Neighborhood (Community District),Staten Island, St. George and Stapleton (CD1),501,Black Carbon,0.7,0.9,0.8,,,
Summer 2015,Neighborhood (Community District),Staten Island, St. George and Stapleton (CD1),501,Black Carbon,0.7,0.9,0.8,,,
Summer 2016,Neighborhood (Community District),Staten Island, St. George and Stapleton (CD1),501,Black Carbon,0.6,0.8,0.7,,,
Summer 2017,Neighborhood (Community District),Staten Island, St. George and Stapleton (CD1),501,Black Carbon,0.7,0.9,0.8,,,
Summer 2018,Neighborhood (Community District),Staten Island, St. George and Stapleton (CD1),501,Black Carbon,0.6,0.8,0.7,,,
Winter 2012-13,Neighborhood (Community District),Staten Island, St. George and Stapleton (CD1),501,Black Carbon,0.7,0.9,0.8,,,
Winter 2013-14,Neighborhood (Community District),Staten Island, St. George and Stapleton (CD1),501,Black Carbon,0.8,1.1,0.9,,,
Winter 2014-15,Neighborhood (Community District),Staten Island, St. George and Stapleton (CD1),501,Black Carbon,0.6,0.8,0.7,,,
Winter 2015-16,Neighborhood (Community District),Staten Island, St. George and Stapleton (CD1),501,Black Carbon,0.6,0.8,0.7,,,
Winter 2016-17,Neighborhood (Community District),Staten Island, St. George and Stapleton (CD1),501,Black Carbon,0.5,0.8,0.7,,,
Winter 2017-18,Neighborhood (Community District),Staten Island, St. George and Stapleton (CD1),501,Black Carbon,0.6,0.8,0.7,,,
Summer 2012,Neighborhood (Community District),Manhattan, Stuyvesant Town and Turtle Bay (CD6),106,Black Carbon,1.2,1.8,1.6,,,
Summer 2013,Neighborhood (Community District),Manhattan, Stuyvesant Town and Turtle Bay (CD6),106,Black Carbon,1.2,2,1.6,,,
Summer 2014,Neighborhood (Community District),Manhattan, Stuyvesant Town and Turtle Bay (CD6),106,Black Carbon,1.2,2,1.6,,,
Summer 2015,Neighborhood (Community District),Manhattan, Stuyvesant Town and Turtle Bay (CD6),106,Black Carbon,1.1,1.8,1.5,,,
Summer 2016,Neighborhood (Community District),Manhattan, Stuyvesant Town and Turtle Bay (CD6),106,Black Carbon,1.1,1.8,1.5,,,
Summer 2017,Neighborhood (Community District),Manhattan, Stuyvesant Town and Turtle Bay (CD6),106,Black Carbon,1,1.4,1.2,,,
Summer 2018,Neighborhood (Community District),Manhattan, Stuyvesant Town and Turtle Bay (CD6),106,Black Carbon,1.1,1.6,1.3,,,
Winter 2012-13,Neighborhood (Community District),Manhattan, Stuyvesant Town and Turtle Bay (CD6),106,Black Carbon,1.1,1.8,1.5,,,
Winter 2013-14,Neighborhood (Community District),Manhattan, Stuyvesant Town and Turtle Bay (CD6),106,Black Carbon,1.2,1.9,1.6,,,
Winter 2014-15,Neighborhood (Community District),Manhattan, Stuyvesant Town and Turtle Bay (CD6),106,Black Carbon,1.1,1.6,1.4,,,
Winter 2015-16,Neighborhood (Community District),Manhattan, Stuyvesant Town and Turtle Bay (CD6),106,Black Carbon,1,1.6,1.4,,,
Winter 2016-17,Neighborhood (Community District),Manhattan, Stuyvesant Town and Turtle Bay (CD6),106,Black Carbon,0.8,1.1,1,,,
Winter 2017-18,Neighborhood (Community District),Manhattan, Stuyvesant Town and Turtle Bay (CD6),106,Black Carbon,0.9,1.4,1.2,,,
Summer 2012,Neighborhood (Community District),Brooklyn, Sunset Park (CD7),307,Black Carbon,0.9,1.4,1.2,,,
Summer 2013,Neighborhood (Community District),Brooklyn, Sunset Park (CD7),307,Black Carbon,0.9,1.4,1.1,,,
Summer 2014,Neighborhood (Community District),Brooklyn, Sunset Park (CD7),307,Black Carbon,0.8,1.3,1.1,,,
Summer 2015,Neighborhood (Community District),Brooklyn, Sunset Park (CD7),307,Black Carbon,0.8,1.3,1.1,,,
Summer 2016,Neighborhood (Community District),Brooklyn, Sunset Park (CD7),307,Black Carbon,0.7,1.3,1,,,
Summer 2017,Neighborhood (Community District),Brooklyn, Sunset Park (CD7),307,Black Carbon,0.7,1.2,1,,,
Summer 2018,Neighborhood (Community District),Brooklyn, Sunset Park (CD7),307,Black Carbon,0.7,1.1,0.9,,,
Winter 2012-13,Neighborhood (Community District),Brooklyn, Sunset Park (CD7),307,Black Carbon,0.9,1.4,1.1,,,
Winter 2013-14,Neighborhood (Community District),Brooklyn, Sunset Park (CD7),307,Black Carbon,0.8,1.3,1.1,,,
Winter 2014-15,Neighborhood (Community District),Brooklyn, Sunset Park (CD7),307,Black Carbon,0.7,1.2,1,,,
Winter 2015-16,Neighborhood (Community District),Brooklyn, Sunset Park (CD7),307,Black Carbon,0.7,1.2,1,,,
Winter 2016-17,Neighborhood (Community District),Brooklyn, Sunset Park (CD7),307,Black Carbon,0.6,1,0.8,,,
Winter 2017-18,Neighborhood (Community District),Brooklyn, Sunset Park (CD7),307,Black Carbon,0.7,1,0.8,,,
Summer 2012,Neighborhood (Community District),Bronx, Throgs Neck and Co-op City (CD10),210,Black Carbon,0.8,1.3,1.1,,,
Summer 2013,Neighborhood (Community District),Bronx, Throgs Neck and Co-op City (CD10),210,Black Carbon,0.9,1.3,1.1,,,
Summer 2014,Neighborhood (Community District),Bronx, Throgs Neck and Co-op City (CD10),210,Black Carbon,0.8,1.2,1,,,
Summer 2015,Neighborhood (Community District),Bronx, Throgs Neck and Co-op City (CD10),210,Black Carbon,0.8,1.2,1,,,
Summer 2016,Neighborhood (Community District),Bronx, Throgs Neck and Co-op City (CD10),210,Black Carbon,0.7,1.1,0.9,,,
Summer 2017,Neighborhood (Community District),Bronx, Throgs Neck and Co-op City (CD10),210,Black Carbon,0.7,1.1,0.9,,,
Summer 2018,Neighborhood (Community District),Bronx, Throgs Neck and Co-op City (CD10),210,Black Carbon,0.7,1,0.8,,,
Winter 2012-13,Neighborhood (Community District),Bronx, Throgs Neck and Co-op City (CD10),210,Black Carbon,0.9,1.4,1.2,,,
Winter 2013-14,Neighborhood (Community District),Bronx, Throgs Neck and Co-op City (CD10),210,Black Carbon,0.9,1.3,1.1,,,
Winter 2014-15,Neighborhood (Community District),Bronx, Throgs Neck and Co-op City (CD10),210,Black Carbon,0.7,1.2,1,,,
Winter 2015-16,Neighborhood (Community District),Bronx, Throgs Neck and Co-op City (CD10),210,Black Carbon,0.7,1.1,0.9,,,
Winter 2016-17,Neighborhood (Community District),Bronx, Throgs Neck and Co-op City (CD10),210,Black Carbon,0.6,1,0.8,,,
Winter 2017-18,Neighborhood (Community District),Bronx, Throgs Neck and Co-op City (CD10),210,Black Carbon,0.6,0.9,0.8,,,
Summer 2012,Neighborhood (Community District),Staten Island, Tottenville and Great Kills (CD3),503,Black Carbon,0.8,1,0.8,,,
Summer 2013,Neighborhood (Community District),Staten Island, Tottenville and Great Kills (CD3),503,Black Carbon,0.6,0.8,0.6,,,
Summer 2014,Neighborhood (Community District),Staten Island, Tottenville and Great Kills (CD3),503,Black Carbon,0.6,0.8,0.7,,,
Summer 2015,Neighborhood (Community District),Staten Island, Tottenville and Great Kills (CD3),503,Black Carbon,0.6,0.8,0.6,,,
Summer 2016,Neighborhood (Community District),Staten Island, Tottenville and Great Kills (CD3),503,Black Carbon,0.5,0.7,0.6,,,
Summer 2017,Neighborhood (Community District),Staten Island, Tottenville and Great Kills (CD3),503,Black Carbon,0.6,0.8,0.7,,,
Summer 2018,Neighborhood (Community District),Staten Island, Tottenville and Great Kills (CD3),503,Black Carbon,0.5,0.6,0.6,,,
Winter 2012-13,Neighborhood (Community District),Staten Island, Tottenville and Great Kills (CD3),503,Black Carbon,0.6,0.7,0.7,,,
Winter 2013-14,Neighborhood (Community District),Staten Island, Tottenville and Great Kills (CD3),503,Black Carbon,0.8,1,0.9,,,
Winter 2014-15,Neighborhood (Community District),Staten Island, Tottenville and Great Kills (CD3),503,Black Carbon,0.5,0.7,0.6,,,
Winter 2015-16,Neighborhood (Community District),Staten Island, Tottenville and Great Kills (CD3),503,Black Carbon,0.5,0.7,0.6,,,
Winter 2016-17,Neighborhood (Community District),Staten Island, Tottenville and Great Kills (CD3),503,Black Carbon,0.4,0.7,0.6,,,
Winter 2017-18,Neighborhood (Community District),Staten Island, Tottenville and Great Kills (CD3),503,Black Carbon,0.6,0.7,0.7,,,
Summer 2012,Neighborhood (Community District),Manhattan, Upper East Side (CD8),108,Black Carbon,1.2,1.8,1.5,,,
Summer 2013,Neighborhood (Community District),Manhattan, Upper East Side (CD8),108,Black Carbon,1.2,2,1.6,,,
Summer 2014,Neighborhood (Community District),Manhattan, Upper East Side (CD8),108,Black Carbon,1.2,2,1.6,,,
Summer 2015,Neighborhood (Community District),Manhattan, Upper East Side (CD8),108,Black Carbon,1.1,1.8,1.5,,,
Summer 2016,Neighborhood (Community District),Manhattan, Upper East Side (CD8),108,Black Carbon,1.1,1.8,1.5,,,
Summer 2017,Neighborhood (Community District),Manhattan, Upper East Side (CD8),108,Black Carbon,0.9,1.4,1.2,,,
Summer 2018,Neighborhood (Community District),Manhattan, Upper East Side (CD8),108,Black Carbon,0.9,1.2,1.1,,,
Winter 2012-13,Neighborhood (Community District),Manhattan, Upper East Side (CD8),108,Black Carbon,1.1,1.9,1.6,,,
Winter 2013-14,Neighborhood (Community District),Manhattan, Upper East Side (CD8),108,Black Carbon,1.3,1.9,1.6,,,
Winter 2014-15,Neighborhood (Community District),Manhattan, Upper East Side (CD8),108,Black Carbon,1.1,1.5,1.3,,,
Winter 2015-16,Neighborhood (Community District),Manhattan, Upper East Side (CD8),108,Black Carbon,1,1.6,1.3,,,
Winter 2016-17,Neighborhood (Community District),Manhattan, Upper East Side (CD8),108,Black Carbon,0.7,1,0.9,,,
Winter 2017-18,Neighborhood (Community District),Manhattan, Upper East Side (CD8),108,Black Carbon,0.8,1.1,1,,,
Summer 2012,Neighborhood (Community District),Manhattan, Upper West Side (CD7),107,Black Carbon,1.2,1.5,1.3,,,
Summer 2013,Neighborhood (Community District),Manhattan, Upper West Side (CD7),107,Black Carbon,1.2,1.7,1.4,,,
Summer 2014,Neighborhood (Community District),Manhattan, Upper West Side (CD7),107,Black Carbon,1.2,1.8,1.4,,,
Summer 2015,Neighborhood (Community District),Manhattan, Upper West Side (CD7),107,Black Carbon,1.1,1.6,1.3,,,
Summer 2016,Neighborhood (Community District),Manhattan, Upper West Side (CD7),107,Black Carbon,1,1.6,1.3,,,
Summer 2017,Neighborhood (Community District),Manhattan, Upper West Side (CD7),107,Black Carbon,1,1.3,1.2,,,
Summer 2018,Neighborhood (Community District),Manhattan, Upper West Side (CD7),107,Black Carbon,0.9,1.1,1,,,
Winter 2012-13,Neighborhood (Community District),Manhattan, Upper West Side (CD7),107,Black Carbon,1.2,1.7,1.5,,,
Winter 2013-14,Neighborhood (Community District),Manhattan, Upper West Side (CD7),107,Black Carbon,1.3,1.7,1.5,,,
Winter 2014-15,Neighborhood (Community District),Manhattan, Upper West Side (CD7),107,Black Carbon,1,1.3,1.2,,,
Winter 2015-16,Neighborhood (Community District),Manhattan, Upper West Side (CD7),107,Black Carbon,1,1.4,1.1,,,
Winter 2016-17,Neighborhood (Community District),Manhattan, Upper West Side (CD7),107,Black Carbon,0.8,1,0.9,,,
Winter 2017-18,Neighborhood (Community District),Manhattan, Upper West Side (CD7),107,Black Carbon,0.9,1,0.9,,,
Summer 2012,Neighborhood (Community District),Manhattan, Washington Heights and Inwood (CD12),112,Black Carbon,1,1.5,1.2,,,
Summer 2013,Neighborhood (Community District),Manhattan, Washington Heights and Inwood (CD12),112,Black Carbon,1,1.5,1.2,,,
Summer 2014,Neighborhood (Community District),Manhattan, Washington Heights and Inwood (CD12),112,Black Carbon,1,1.5,1.2,,,
Summer 2015,Neighborhood (Community District),Manhattan, Washington Heights and Inwood (CD12),112,Black Carbon,0.9,1.4,1.1,,,
Summer 2016,Neighborhood (Community District),Manhattan, Washington Heights and Inwood (CD12),112,Black Carbon,0.8,1.3,1.1,,,
Summer 2017,Neighborhood (Community District),Manhattan, Washington Heights and Inwood (CD12),112,Black Carbon,0.9,1.3,1.1,,,
Summer 2018,Neighborhood (Community District),Manhattan, Washington Heights and Inwood (CD12),112,Black Carbon,0.7,1.1,0.9,,,
Winter 2012-13,Neighborhood (Community District),Manhattan, Washington Heights and Inwood (CD12),112,Black Carbon,1.3,1.8,1.5,,,
Winter 2013-14,Neighborhood (Community District),Manhattan, Washington Heights and Inwood (CD12),112,Black Carbon,1.1,1.6,1.3,,,
Winter 2014-15,Neighborhood (Community District),Manhattan, Washington Heights and Inwood (CD12),112,Black Carbon,0.9,1.3,1.1,,,
Winter 2015-16,Neighborhood (Community District),Manhattan, Washington Heights and Inwood (CD12),112,Black Carbon,0.8,1.3,1,,,
Winter 2016-17,Neighborhood (Community District),Manhattan, Washington Heights and Inwood (CD12),112,Black Carbon,0.8,1.1,0.9,,,
Winter 2017-18,Neighborhood (Community District),Manhattan, Washington Heights and Inwood (CD12),112,Black Carbon,0.7,1,0.9,,,
Summer 2012,Neighborhood (Community District),Bronx, Williamsbridge and Baychester (CD12),212,Black Carbon,0.9,1.2,1,,,
Summer 2013,Neighborhood (Community District),Bronx, Williamsbridge and Baychester (CD12),212,Black Carbon,0.9,1.2,1,,,
Summer 2014,Neighborhood (Community District),Bronx, Williamsbridge and Baychester (CD12),212,Black Carbon,0.9,1.1,1,,,
Summer 2015,Neighborhood (Community District),Bronx, Williamsbridge and Baychester (CD12),212,Black Carbon,0.9,1.1,1,,,
Summer 2016,Neighborhood (Community District),Bronx, Williamsbridge and Baychester (CD12),212,Black Carbon,0.8,1,0.9,,,
Summer 2017,Neighborhood (Community District),Bronx, Williamsbridge and Baychester (CD12),212,Black Carbon,0.9,1.1,1,,,
Summer 2018,Neighborhood (Community District),Bronx, Williamsbridge and Baychester (CD12),212,Black Carbon,0.8,1,0.9,,,
Winter 2012-13,Neighborhood (Community District),Bronx, Williamsbridge and Baychester (CD12),212,Black Carbon,1.1,1.3,1.2,,,
Winter 2013-14,Neighborhood (Community District),Bronx, Williamsbridge and Baychester (CD12),212,Black Carbon,0.9,1.2,1,,,
Winter 2014-15,Neighborhood (Community District),Bronx, Williamsbridge and Baychester (CD12),212,Black Carbon,0.8,1.1,0.9,,,
