Year,GeoTypeName,Borough,Geography,Geography ID,Indicator Name,10th Percentile (absorbance units),90th Percentile (absorbance units),Mean (absorbance units),Notes 10th Percentile,Notes 90th Percentile,Notes Mean
Winter 2016-17,Neighborhood (Community District),Queens, Jamaica and Hollis (CD12),412,Black Carbon,0.6,0.8,0.7,,,
Winter 2017-18,Neighborhood (Community District),Queens, Jamaica and Hollis (CD12),412,Black Carbon,0.6,0.8,0.7,,,
Summer 2012,Neighborhood (Community District),Queens, Kew Gardens and Woodhaven (CD9),409,Black Carbon,0.8,1.1,1,,,
Summer 2013,Neighborhood (Community District),Queens, Kew Gardens and Woodhaven (CD9),409,Black Carbon,0.8,1.1,0.9,,,
Summer 2014,Neighborhood (Community District),Queens, Kew Gardens and Woodhaven (CD9),409,Black Carbon,0.7,1,0.8,,,
Summer 2015,Neighborhood (Community District),Queens, Kew Gardens and Woodhaven (CD9),409,Black Carbon,0.7,1,0.8,,,
Summer 2016,Neighborhood (Community District),Queens, Kew Gardens and Woodhaven (CD9),409,Black Carbon,0.7,0.9,0.8,,,
Summer 2017,Neighborhood (Community District),Queens, Kew Gardens and Woodhaven (CD9),409,Black Carbon,0.7,0.9,0.8,,,
Summer 2018,Neighborhood (Community District),Queens, Kew Gardens and Woodhaven (CD9),409,Black Carbon,0.7,0.9,0.8,,,
Winter 2012-13,Neighborhood (Community District),Queens, Kew Gardens and Woodhaven (CD9),409,Black Carbon,0.7,1,0.8,,,
Winter 2013-14,Neighborhood (Community District),Queens, Kew Gardens and Woodhaven (CD9),409,Black Carbon,0.7,1,0.8,,,
Winter 2014-15,Neighborhood (Community District),Queens, Kew Gardens and Woodhaven (CD9),409,Black Carbon,0.7,0.9,0.8,,,
Winter 2015-16,Neighborhood (Community District),Queens, Kew Gardens and Woodhaven (CD9),409,Black Carbon,0.7,1,0.8,,,
Winter 2016-17,Neighborhood (Community District),Queens, Kew Gardens and Woodhaven (CD9),409,Black Carbon,0.6,0.8,0.7,,,
Winter 2017-18,Neighborhood (Community District),Queens, Kew Gardens and Woodhaven (CD9),409,Black Carbon,0.7,0.9,0.8,,,
Summer 2012,Neighborhood (Community District),Bronx, Kingsbridge Heights and Bedford (CD7),207,Black Carbon,1,1.2,1.1,,,
Summer 2013,Neighborhood (Community District),Bronx, Kingsbridge Heights and Bedford (CD7),207,Black Carbon,1.1,1.3,1.2,,,
Summer 2014,Neighborhood (Community District),Bronx, Kingsbridge Heights and Bedford (CD7),207,Black Carbon,1,1.2,1.1,,,
Summer 2015,Neighborhood (Community District),Bronx, Kingsbridge Heights and Bedford (CD7),207,Black Carbon,1,1.2,1.1,,,
Summer 2016,Neighborhood (Community District),Bronx, Kingsbridge Heights and Bedford (CD7),207,Black Carbon,0.9,1.1,1,,,
Summer 2017,Neighborhood (Community District),Bronx, Kingsbridge Heights and Bedford (CD7),207,Black Carbon,1,1.2,1.1,,,
Summer 2018,Neighborhood (Community District),Bronx, Kingsbridge Heights and Bedford (CD7),207,Black Carbon,0.9,1,0.9,,,
Winter 2012-13,Neighborhood (Community District),Bronx, Kingsbridge Heights and Bedford (CD7),207,Black Carbon,1.3,1.5,1.4,,,
Winter 2013-14,Neighborhood (Community District),Bronx, Kingsbridge Heights and Bedford (CD7),207,Black Carbon,1.1,1.3,1.2,,,
Winter 2014-15,Neighborhood (Community District),Bronx, Kingsbridge Heights and Bedford (CD7),207,Black Carbon,1,1.1,1,,,
Winter 2015-16,Neighborhood (Community District),Bronx, Kingsbridge Heights and Bedford (CD7),207,Black Carbon,0.9,1,1,,,
Winter 2016-17,Neighborhood (Community District),Bronx, Kingsbridge Heights and Bedford (CD7),207,Black Carbon,0.9,1,1,,,
Winter 2017-18,Neighborhood (Community District),Bronx, Kingsbridge Heights and Bedford (CD7),207,Black Carbon,0.8,1,0.9,,,
Summer 2012,Neighborhood (Community District),Queens, Long Island City and Astoria (CD1),401,Black Carbon,0.8,1.3,1.1,,,
Summer 2013,Neighborhood (Community District),Queens, Long Island City and Astoria (CD1),401,Black Carbon,0.8,1.3,1.1,,,
Summer 2014,Neighborhood (Community District),Queens, Long Island City and Astoria (CD1),401,Black Carbon,0.7,1.3,1,,,
Summer 2015,Neighborhood (Community District),Queens, Long Island City and Astoria (CD1),401,Black Carbon,0.7,1.2,1,,,
Summer 2016,Neighborhood (Community District),Queens, Long Island City and Astoria (CD1),401,Black Carbon,0.6,1.1,0.9,,,
Summer 2017,Neighborhood (Community District),Queens, Long Island City and Astoria (CD1),401,Black Carbon,0.8,1.2,1,,,
Summer 2018,Neighborhood (Community District),Queens, Long Island City and Astoria (CD1),401,Black Carbon,0.7,1,0.9,,,
Winter 2012-13,Neighborhood (Community District),Queens, Long Island City and Astoria (CD1),401,Black Carbon,0.9,1.2,1.1,,,
Winter 2013-14,Neighborhood (Community District),Queens, Long Island City and Astoria (CD1),401,Black Carbon,0.9,1.3,1.1,,,
Winter 2014-15,Neighborhood (Community District),Queens, Long Island City and Astoria (CD1),401,Black Carbon,0.7,1.1,0.9,,,
Winter 2015-16,Neighborhood (Community District),Queens, Long Island City and Astoria (CD1),401,Black Carbon,0.6,1.1,0.9,,,
Winter 2016-17,Neighborhood (Community District),Queens, Long Island City and Astoria (CD1),401,Black Carbon,0.7,1,0.9,,,
Winter 2017-18,Neighborhood (Community District),Queens, Long Island City and Astoria (CD1),401,Black Carbon,0.7,1,0.9,,,
Summer 2012,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Black Carbon,1.1,1.8,1.5,,,
Summer 2013,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Black Carbon,1.1,2,1.6,,,
Summer 2014,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Black Carbon,1,2.1,1.6,,,
Summer 2015,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Black Carbon,1,1.8,1.4,,,
Summer 2016,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Black Carbon,0.9,1.9,1.4,,,
Summer 2017,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Black Carbon,1,1.5,1.2,,,
Summer 2018,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Black Carbon,1,1.3,1.1,,,
Winter 2012-13,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Black Carbon,0.9,1.8,1.4,,,
Winter 2013-14,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Black Carbon,1,1.8,1.4,,,
Winter 2014-15,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Black Carbon,0.9,1.6,1.3,,,
Winter 2015-16,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Black Carbon,0.9,1.7,1.3,,,
Winter 2016-17,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Black Carbon,0.8,1.1,1,,,
Winter 2017-18,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Black Carbon,0.9,1.1,1,,,
Summer 2012,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Black Carbon,1.6,2,1.8,,,
Summer 2013,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Black Carbon,1.6,2.2,1.9,,,
Summer 2014,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Black Carbon,1.6,2.2,1.9,,,
Summer 2015,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Black Carbon,1.5,2,1.8,,,
Summer 2016,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Black Carbon,1.5,2,1.8,,,
Summer 2017,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Black Carbon,1.2,1.5,1.4,,,
Summer 2018,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Black Carbon,1.5,1.9,1.7,,,
Winter 2012-13,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Black Carbon,1.5,2,1.8,,,
Winter 2013-14,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Black Carbon,1.6,2,1.9,,,
Winter 2014-15,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Black Carbon,1.4,1.8,1.6,,,
Winter 2015-16,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Black Carbon,1.3,1.8,1.6,,,
Winter 2016-17,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Black Carbon,1,1.1,1.1,,,
Winter 2017-18,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Black Carbon,1.3,1.6,1.4,,,
Summer 2012,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Black Carbon,1.2,1.3,1.2,,,
Summer 2013,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Black Carbon,1.2,1.4,1.3,,,
Summer 2014,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Black Carbon,1.1,1.4,1.3,,,
Summer 2015,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Black Carbon,1.1,1.3,1.2,,,
Summer 2016,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Black Carbon,1,1.2,1.1,,,
Summer 2017,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Black Carbon,1.1,1.2,1.1,,,
Summer 2018,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Black Carbon,0.9,0.9,0.9,,,
Winter 2012-13,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Black Carbon,1.4,1.6,1.5,,,
Winter 2013-14,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Black Carbon,1.3,1.5,1.4,,,
Winter 2014-15,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Black Carbon,1,1.2,1.1,,,
Winter 2015-16,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Black Carbon,1,1.2,1,,,
Winter 2016-17,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Black Carbon,0.9,1,0.9,,,
Winter 2017-18,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Black Carbon,0.8,0.9,0.9,,,
Summer 2012,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Black Carbon,0.9,1.1,1,,,
Summer 2013,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Black Carbon,0.9,1.2,1,,,
Summer 2014,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Black Carbon,0.9,1.1,1,,,
Summer 2015,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Black Carbon,0.9,1.1,1,,,
Summer 2016,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Black Carbon,0.8,1,0.9,,,
Summer 2017,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Black Carbon,1,1.1,1,,,
Summer 2018,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Black Carbon,0.8,0.9,0.9,,,
Winter 2012-13,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Black Carbon,1.1,1.3,1.2,,,
Winter 2013-14,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Black Carbon,0.9,1.2,1.1,,,
Winter 2014-15,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Black Carbon,0.8,1.1,0.9,,,
Winter 2015-16,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Black Carbon,0.8,1,0.9,,,
Winter 2016-17,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Black Carbon,0.9,1,0.9,,,
Winter 2017-18,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Black Carbon,0.8,0.9,0.8,,,
Summer 2012,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Black Carbon,1.1,1.3,1.2,,,
Summer 2013,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Black Carbon,1.1,1.3,1.2,,,
Summer 2014,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Black Carbon,1.1,1.2,1.1,,,
Summer 2015,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Black Carbon,1,1.2,1.1,,,
Summer 2016,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Black Carbon,0.9,1.1,1,,,
Summer 2017,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Black Carbon,1,1.2,1.1,,,
Summer 2018,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Black Carbon,0.8,1,0.9,,,
Winter 2012-13,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Black Carbon,1.3,1.5,1.4,,,
Winter 2013-14,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Black Carbon,1.2,1.4,1.3,,,
Winter 2014-15,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Black Carbon,1,1.2,1.1,,,
Winter 2015-16,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Black Carbon,0.9,1.1,1,,,
Winter 2016-17,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Black Carbon,0.9,1,0.9,,,
Winter 2017-18,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Black Carbon,0.8,1,0.9,,,
Summer 2012,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Black Carbon,1.1,1.5,1.3,,,
Summer 2013,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Black Carbon,1.2,1.6,1.3,,,
Summer 2014,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Black Carbon,1.1,1.5,1.3,,,
Summer 2015,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Black Carbon,1.1,1.5,1.3,,,
Summer 2016,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Black Carbon,1,1.4,1.2,,,
Summer 2017,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Black Carbon,1.1,1.4,1.2,,,
Summer 2018,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Black Carbon,0.9,1.2,1,,,
Winter 2012-13,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Black Carbon,1.4,1.7,1.5,,,
Winter 2013-14,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Black Carbon,1.3,1.7,1.5,,,
Winter 2014-15,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Black Carbon,1,1.4,1.2,,,
Winter 2015-16,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Black Carbon,1,1.3,1.1,,,
Winter 2016-17,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Black Carbon,1,1.3,1.1,,,
Winter 2017-18,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Black Carbon,0.9,1.2,1,,,
Summer 2012,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Black Carbon,1.1,1.5,1.3,,,
Summer 2013,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Black Carbon,1,1.4,1.2,,,
Summer 2014,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Black Carbon,1,1.4,1.2,,,
Summer 2015,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Black Carbon,1,1.4,1.1,,,
Summer 2016,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Black Carbon,0.9,1.3,1.1,,,
Summer 2017,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Black Carbon,0.8,1.2,1,,,
Summer 2018,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Black Carbon,0.8,1.2,1,,,
Winter 2012-13,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Black Carbon,1,1.4,1.1,,,
Winter 2013-14,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Black Carbon,0.9,1.4,1.1,,,
Winter 2014-15,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Black Carbon,0.9,1.3,1.1,,,
Winter 2015-16,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Black Carbon,0.9,1.3,1,,,
Winter 2016-17,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Black Carbon,0.7,1,0.8,,,
Winter 2017-18,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Black Carbon,0.8,1.1,0.9,,,
Summer 2012,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Black Carbon,0.8,1.3,1.1,,,
Summer 2013,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Black Carbon,0.8,1.3,1.1,,,
Summer 2014,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Black Carbon,0.7,1.2,1,,,
Summer 2015,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Black Carbon,0.7,1.2,1,,,
Summer 2016,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Black Carbon,0.7,1.1,0.9,,,
Summer 2017,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Black Carbon,0.8,1.2,1,,,
Summer 2018,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Black Carbon,0.7,1,0.9,,,
Winter 2012-13,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Black Carbon,0.9,1.5,1.2,,,
Winter 2013-14,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Black Carbon,0.9,1.4,1.2,,,
Winter 2014-15,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Black Carbon,0.7,1.2,1,,,
Winter 2015-16,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Black Carbon,0.6,1.1,0.9,,,
Winter 2016-17,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Black Carbon,0.7,1,0.9,,,
Winter 2017-18,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Black Carbon,0.7,0.9,0.8,,,
Summer 2012,Neighborhood (Community District),Queens, Queens Village (CD13),413,Black Carbon,0.7,0.9,0.8,,,
Summer 2013,Neighborhood (Community District),Queens, Queens Village (CD13),413,Black Carbon,0.7,0.9,0.8,,,
Summer 2014,Neighborhood (Community District),Queens, Queens Village (CD13),413,Black Carbon,0.5,0.8,0.6,,,
Summer 2015,Neighborhood (Community District),Queens, Queens Village (CD13),413,Black Carbon,0.6,0.8,0.7,,,
Summer 2016,Neighborhood (Community District),Queens, Queens Village (CD13),413,Black Carbon,0.6,0.8,0.7,,,
Summer 2017,Neighborhood (Community District),Queens, Queens Village (CD13),413,Black Carbon,0.6,0.8,0.7,,,
Summer 2018,Neighborhood (Community District),Queens, Queens Village (CD13),413,Black Carbon,0.6,0.8,0.7,,,
Winter 2012-13,Neighborhood (Community District),Queens, Queens Village (CD13),413,Black Carbon,0.7,0.9,0.8,,,
Winter 2013-14,Neighborhood (Community District),Queens, Queens Village (CD13),413,Black Carbon,0.7,0.9,0.8,,,
Winter 2014-15,Neighborhood (Community District),Queens, Queens Village (CD13),413,Black Carbon,0.6,0.8,0.6,,,
Winter 2015-16,Neighborhood (Community District),Queens, Queens Village (CD13),413,Black Carbon,0.7,0.9,0.8,,,
Winter 2016-17,Neighborhood (Community District),Queens, Queens Village (CD13),413,Black Carbon,0.5,0.7,0.6,,,
Winter 2017-18,Neighborhood (Community District),Queens, Queens Village (CD13),413,Black Carbon,0.5,0.7,0.6,,,
Summer 2012,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Black Carbon,0.9,1.2,1,,,
Summer 2013,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Black Carbon,0.9,1.2,1,,,
Summer 2014,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Black Carbon,0.8,1.1,0.9,,,
Summer 2015,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Black Carbon,0.8,1.1,0.9,,,
Summer 2016,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Black Carbon,0.7,1,0.9,,,
Summer 2017,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Black Carbon,0.7,1,0.8,,,
Summer 2018,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Black Carbon,0.7,0.9,0.8,,,
Winter 2012-13,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Black Carbon,0.7,1,0.9,,,
Winter 2013-14,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Black Carbon,0.8,1.1,1,,,
Winter 2014-15,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Black Carbon,0.7,1,0.9,,,
Winter 2015-16,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Black Carbon,0.7,1,0.9,,,
Winter 2016-17,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Black Carbon,0.6,0.9,0.7,,,
Winter 2017-18,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Black Carbon,0.7,0.9,0.8,,,
Summer 2012,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Black Carbon,0.8,1.4,1.1,,,
Summer 2013,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Black Carbon,0.8,1.4,1,,,
Summer 2014,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Black Carbon,0.7,1.3,0.9,,,
Summer 2015,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Black Carbon,0.7,1.3,1,,,
Summer 2016,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Black Carbon,0.7,1.2,0.9,,,
Summer 2017,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Black Carbon,0.7,1.2,0.9,,,
Summer 2018,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Black Carbon,0.7,1.1,0.8,,,
Winter 2012-13,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Black Carbon,0.7,1.2,0.9,,,
Winter 2013-14,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Black Carbon,0.7,1.3,0.9,,,
Winter 2014-15,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Black Carbon,0.7,1.3,0.9,,,
Winter 2015-16,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Black Carbon,0.6,1.2,0.9,,,
Winter 2016-17,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Black Carbon,0.6,1.1,0.8,,,
Winter 2017-18,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Black Carbon,0.7,1.1,0.8,,,
Summer 2012,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Black Carbon,0.9,1.2,1,,,
Summer 2013,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Black Carbon,0.9,1.2,1,,,
Summer 2014,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Black Carbon,0.9,1.2,1,,,
Summer 2015,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Black Carbon,0.8,1.1,1,,,
Summer 2016,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Black Carbon,0.7,1,0.8,,,
Summer 2017,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Black Carbon,0.9,1.1,1,,,
Summer 2018,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Black Carbon,0.7,0.9,0.8,,,
Winter 2012-13,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Black Carbon,1.2,1.5,1.3,,,
Winter 2013-14,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Black Carbon,0.9,1.2,1.1,,,
Winter 2014-15,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Black Carbon,0.8,1.1,0.9,,,
Winter 2015-16,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Black Carbon,0.7,1,0.8,,,
Winter 2016-17,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Black Carbon,0.8,0.9,0.8,,,
Winter 2017-18,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Black Carbon,0.7,0.9,0.8,,,
Summer 2012,Neighborhood (Community District),Queens, Rockaway and Broad Channel (CD14),414,Black Carbon,0.7,0.7,0.7,,,
Summer 2013,Neighborhood (Community District),Queens, Rockaway and Broad Channel (CD14),414,Black Carbon,0.6,0.7,0.7,,,
Summer 2014,Neighborhood (Community District),Queens, Rockaway and Broad Channel (CD14),414,Black Carbon,0.4,0.5,0.5,,,
Summer 2015,Neighborhood (Community District),Queens, Rockaway and Broad Channel (CD14),414,Black Carbon,0.5,0.6,0.6,,,
Summer 2016,Neighborhood (Community District),Queens, Rockaway and Broad Channel (CD14),414,Black Carbon,0.5,0.6,0.5,,,
Summer 2017,Neighborhood (Community District),Queens, Rockaway and Broad Channel (CD14),414,Black Carbon,0.4,0.6,0.5,,,
Summer 2018,Neighborhood (Community District),Queens, Rockaway and Broad Channel (CD14),414,Black Carbon,0.4,0.5,0.5,,,
Winter 2012-13,Neighborhood (Community District),Queens, Rockaway and Broad Channel (CD14),414,Black Carbon,0.7,0.8,0.7,,,
Winter 2013-14,Neighborhood (Community District),Queens, Rockaway and Broad Channel (CD14),414,Black Carbon,0.5,0.6,0.5,,,
Winter 2014-15,Neighborhood (Community District),Queens, Rockaway and Broad Channel (CD14),414,Black Carbon,0.4,0.5,0.5,,,
Winter 2015-16,Neighborhood (Community District),Queens, Rockaway and Broad Channel (CD14),414,Black Carbon,0.6,0.7,0.6,,,
Winter 2016-17,Neighborhood (Community District),Queens, Rockaway and Broad Channel (CD14),414,Black Carbon,0.4,0.6,0.5,,,
Winter 2017-18,Neighborhood (Community District),Queens, Rockaway and Broad Channel (CD14),414,Black Carbon,0.4,0.5,0.5,,,
Summer 2012,Neighborhood (Community District),Brooklyn, Sheepshead Bay (CD15),315,Black Carbon,0.8,0.9,0.9,,,
Summer 2013,Neighborhood (Community District),Brooklyn, Sheepshead Bay (CD15),315,Black Carbon,0.7,0.9,0.8,,,
Summer 2014,Neighborhood (Community District),Brooklyn, Sheepshead Bay (CD15),315,Black Carbon,0.6,0.8,0.7,,,
Summer 2015,Neighborhood (Community District),Brooklyn, Sheepshead Bay (CD15),315,Black Carbon,0.6,0.8,0.7,,,
Summer 2016,Neighborhood (Community District),Brooklyn, Sheepshead Bay (CD15),315,Black Carbon,0.6,0.8,0.7,,,
Summer 2017,Neighborhood (Community District),Brooklyn, Sheepshead Bay (CD15),315,Black Carbon,0.6,0.7,0.7,,,
Summer 2018,Neighborhood (Community District),Brooklyn, Sheepshead Bay (CD15),315,Black Carbon,0.5,0.6,0.6,,,
Winter 2012-13,Neighborhood (Community District),Brooklyn, Sheepshead Bay (CD15),315,Black Carbon,0.8,1,0.9,,,
Winter 2013-14,Neighborhood (Community District),Brooklyn, Sheepshead Bay (CD15),315,Black Carbon,0.6,0.8,0.7,,,
Winter 2014-15,Neighborhood (Community District),Brooklyn, Sheepshead Bay (CD15),315,Black Carbon,0.5,0.7,0.6,,,
